"id","m_element","meaning"
"21412","苐","grade"
"21413","苐","degree"
"21414","苕","rush plant"
"21415","苢","barley"
"21416","苢","coix agretis"
"21417","苪","bright"
"21418","苪","shining"
"21419","苪","splendid"
"21420","苯","benzene"
"21421","苯","luxuriant"
"21422","苶","weary"
"21423","苶","tired"
"21424","苷","licorice"
"21425","苽","bullrush"
"21426","苽","zizania latifolia"
"21427","苾","smell"
"21428","苾","fragrance"
"21429","苾","aroma"
"21430","茀","overgrown with grass"
"21431","茀","weedy"
"21432","茁","sprout"
"21433","茁","flourish"
"21434","茁","vigorous"
"21435","茇","grass"
"21436","茇","thatch"
"21437","茈","plant yielding a red dye"
"21438","荔","lychee"
"21439","茞","fragrant plant"
"21440","茞","angelica"
"21441","茢","sedges"
"21442","茢","rushes"
"21443","茬","harvest"
"21444","茭","an aquatic grass"
"21445","茭","the stalks of which are eaten as a vegetable"
"21446","茷","flutter"
"21447","茷","flower"
"21448","荃","aromatic herb"
"21449","荃","fine cloth"
"21450","荄","roots"
"21451","荇","water plant"
"21452","荇","nymphoides peltalum"
"21453","荍","buckwheat"
"21454","荍","herbal medicine"
"21455","荑","sprouts"
"21456","荑","tares"
"21457","荸","water chestnut"
"21458","荽","coriander"
"21459","莀","to farm"
"21460","莀","farmer"
"21461","莀","agriculture"
"21462","莆","kind of legendary tree"
"21463","莒","hemp-like plant"
"21464","莒","taro"
"21465","莒","herb"
"21466","莘","long"
"21467","莘","numerous"
"21468","莘","marsh plant whose root is used for medicine"
"21469","莙","species of water plant"
"21470","莛","stalks of grasses, etc."
"21471","莜","avena nuda"
"21472","莝","to chop straw fine for animals"
"21473","莧","edible greens"
"21474","莧","amaranth"
"21475","莩","membrane lining inside reed"
"21476","莩","very thin"
"21477","莿","thorn"
"21478","菀","luxuriance of growth"
"21479","菇","mushrooms"
"21480","菉","the green bamboo"
"21481","菉","greenish bamboo"
"21482","菏","river in Shandong province"
"21483","菑","to weed grass"
"21484","菑","land under cultivation"
"21485","菔","turnip"
"21486","菶","species of water plant"
"21487","菶","flower"
"21488","菸","smoke"
"21489","菸","soot"
"21490","菸","tobacco"
"21491","菸","cigarettes"
"21492","菹","salted or pickled vegetables"
"21493","菼","rush or sedge"
"21494","萁","kind of grasses"
"21495","萁","bean stocks & pods"
"21496","萆","the castor-oil plant (also used for other plants)"
"21497","萊","goosefoot"
"21498","萊","weed"
"21499","萊","fallow field"
"21500","萑","grass used for making mats"
"21501","萑","Huanpu"
"21502","萑","place famous for robbers"
"21503","萕","water-chestnuts"
"21504","萕","caltrop"
"21505","萹","grass"
"21506","葊","cottage"
"21507","葍","plant"
"21508","葑","the rape-turnip"
"21509","葒","herb"
"21510","葚","mulberry fruit"
"21511","葜","smilax china"
"21512","葠","ginseng"
"21513","葳","luxuriant"
"21514","葳","flourishing"
"21515","葳","used for various plants"
"21516","葸","afraid"
"21517","葸","bashful"
"21518","葽","type of grain"
"21519","葽","polygala japonica"
"21520","蒓","an edible water"
"21521","蒓","plant-brasenia"
"21522","蒞","reach"
"21523","蒞","arrive"
"21524","蒞","manage"
"21525","蒦","to measure"
"21526","蒦","to calculate"
"21527","蒨","lush vegetation"
"21528","蒨","luxuriant growth"
"21529","蒯","rush, of which various things are made"
"21530","蒱","gambling game with dice"
"21531","蒴","(seed) capsule"
"21532","蒺","furze"
"21533","蒺","gorse"
"21534","蒽","anthracene"
"21535","蓀","aromatic grass"
"21536","蓀","iris"
"21537","蓀","flower"
"21538","蓂","lucky place"
"21539","蓇","follicles of plants"
"21540","蓌","pretend"
"21541","蓌","crouch"
"21542","蓏","fruit growing on low plants"
"21543","蓏","melon"
"21544","蓓","bud"
"21545","蓧","bamboo basket"
"21546","蓧","weeder"
"21547","蓧","rake"
"21548","蓪","paper-plant"
"21549","蓪","aralia papyrifera"
"21550","蓯","medicinal herb"
"21551","蓰","to increase five-fold"
"21552","蓷","leon urus sibiriacus"
"21553","蓷","mother war"
"21554","蔲","nutmeg"
"21555","蓺","art"
"21556","蓺","talent"
"21557","蓺","ability"
"21558","蓺","craft"
"21559","蓽","species of bean"
"21560","蓽","piper longtum"
"21561","蔂","basket"
"21562","蔇","luxuriant growth"
"21563","蔇","extreme"
"21564","蔇","reach"
"21565","蔌","vegetables"
"21566","蔞","artemisia stelleriana"
"21567","蔣","surname"
"21568","蔣","hydropyrum latifalium"
"21569","蔥","scallions"
"21570","蔥","onions"
"21571","蔥","leeks"
"21572","蔫","withered"
"21573","蔫","faded"
"21574","蔫","decayed"
"21575","蔫","calm"
"21576","蔯","variety of artemisia"
"21577","蔴","hemp"
"21578","蔴","applied to other plants furnishing textile fibres"
"21579","蔿","surname"
"21580","蔿","place name"
"21581","蕆","finish"
"21582","蕆","complete"
"21583","蕆","solve"
"21584","蕑","agueweed"
"21585","蕑","valeriana villosa"
"21586","蕑","climbing plant"
"21587","蕓","rue"
"21588","蕓","herb used keep insects away"
"21589","蕙","species of fragrant orchid"
"21590","蕝","handful"
"21591","蕞","little"
"21592","蕞","small"
"21593","蕞","tiny"
"21594","蕞","petty"
"21595","蕡","hemp seeds"
"21596","蕡","plant with abundant"
"21597","蕢","edible amaranth"
"21598","蕢","straw basket"
"21599","蕤","drooping leaves"
"21600","蕤","fringe soft"
"21601","蕤","delicate"
"21602","蕹","Ipomoea aquatica - used as a vegetable"
"21603","薁","vine"
"21604","薅","to weed"
"21605","薅","to eradicate"
"21606","薆","to cover"
"21607","薆","to hide"
"21608","薆","to conceal"
"21609","薉","dirty"
"21610","薉","unclean"
"21611","薉","immoral"
"21612","薉","obscene"
"21613","薌","fragrant smell of grain"
"21614","薌","aromatic"
"21615","薏","seed of job's tears"
"21616","薏","lotus seed"
"21617","薓","ginseng"
"21618","薘","plantago major"
"21619","薟","vine"
"21620","薢","woody climbing plant"
"21621","薧","dried food"
"21622","薶","to bury"
"21623","薶","to stop up"
"21624","薶","dirty"
"21625","薶","filthy"
"21626","薸","duckweed"
"21627","薾","luxuriant growth of flower"
"21628","薿","flower"
"21629","藇","fine"
"21630","藊","kind of bean with flat pods"
"21631","藎","kind of weed"
"21632","藎","faithfulness"
"21633","藘","madder"
"21634","藚","water plant"
"21635","藟","vine"
"21636","藟","creeper"
"21637","藟","to wind"
"21638","藦","edible mushrooms"
"21639","藶","kind of plant"
"21640","藿","lophanthus rugosus"
"21641","藿","betony"
"21642","蘀","falling leaves and barks"
"21643","蘄","variety of artemisia seek"
"21644","蘅","fragrant plant the root is medicinal"
"21645","蘑","type of edible mushroom"
"21646","蘒","used in ""meiboku sendaihagi"""
"21647","蘘","kind of wild ginger"
"21648","蘞","wild vine"
"21649","蘞","vitis pentaphylla"
"21650","蘧","plant which resembles wheat but has no edible grain"
"21651","蘸","dip"
"21652","蘸","remarry"
"21653","蘺","gracilaria verrucosa"
"21654","虀","minced pickles"
"21655","虀","leeks"
"21656","虀","mix"
"21657","虀","salt"
"21658","虆","entwine"
"21659","虆","basket for carrying dirt"
"21660","虒","an amphibious beast resembling a tiger with one horn"
"21661","虒","place name"
"21662","虓","roar"
"21663","虖","to cry"
"21664","虖","to shout"
"21665","虖","to howl"
"21666","虡","support structure for bell"
"21667","虢","name of ancient feudal State in Shenxi and Hunan"
"21668","虣","cruel"
"21669","虣","violent"
"21670","虣","passionate"
"21671","虩","fright"
"21672","虬","young dragon"
"21673","虯","young dragon"
"21674","虷","worm"
"21675","虺","large poisonous snake"
"21676","蚍","mussels"
"21677","蚍","various shellfish"
"21678","蚑","tip-toe"
"21679","蚘","tapeworm"
"21680","蚜","plant louse"
"21681","蚜","aphids"
"21682","蚡","mole"
"21683","蚦","boa constrictor"
"21684","蚧","red spotted lizard (used as medicine)"
"21685","蚨","kind of water-beetle cash"
"21686","蚨","then dollars and money generally"
"21687","蚱","grasshopper"
"21688","蚱","locust"
"21689","蚳","ant eggs"
"21690","蚵","oyster"
"21691","蚿","millipede"
"21692","蛀","insects that eat books"
"21693","蛀","clothes"
"21694","蛅","caterpillar"
"21695","蛑","marine crab"
"21696","蛕","the common intestinal worms"
"21697","蛕","the tape-worm"
"21698","蛣","(dung) beetle"
"21699","蛺","kind of butterfly"
"21700","蜇","jellyfish"
"21701","蜋","mantis"
"21702","蜋","dung beetle"
"21703","蜋","insect"
"21704","蜎","mosquito larva"
"21705","蜓","dragonfly"
"21706","蜓","millipede"
"21707","蜓","lizard"
"21708","蜔","inlaid shell-work"
"21709","蜡","wax"
"21710","蜡","candle"
"21711","蜡","waxy"
"21712","蜡","glazed"
"21713","蜡","maggot"
"21714","蜣","dung beetle"
"21715","蜨","butterfly"
"21716","蜮","fabulous creature like a turtle"
"21717","蜮","toad"
"21718","蜱","tick"
"21719","蜱","mite"
"21720","蜹","gnat"
"21721","蜹","mosquito"
"21722","蜺","reflection of rainbow"
"21723","蜾","the solitary wasp"
"21724","蝀","rainbow"
"21725","蝃","rainbow"
"21726","蝍","centipede"
"21727","蝘","gecko"
"21728","蝘","kind of cicada"
"21729","蝝","the larva of locust"
"21730","蝡","eumenes polifomis"
"21731","蝡","kind of wasp"
"21732","蝥","fly which is used similarly to cantharides"
"21733","蝯","ape"
"21734","蝱","horsefly"
"21735","蝱","gadfly"
"21736","蝻","immature locusts"
"21737","螃","crab"
"21738","螄","kind of snail with spiral shell"
"21739","螆","hairy and poisonous caterpillars"
"21740","螉","wasp"
"21741","螋","spider millipede"
"21742","螌","striped"
"21743","螌","poisonous fly"
"21744","螓","small cicada with a square head"
"21745","螕","tick"
"21746","螕","mite"
"21747","螗","kind of cicada"
"21748","螘","ant"
"21749","螙","grubs in wood"
"21750","螙","worms in books, clothes, etc"
"21751","螙","used figuratively of corrupt officials"
"21752","螞","ant"
"21753","螞","leech"
"21754","螣","mythological wingless dragon of"
"21755","螬","grubs in fruit"
"21756","螭","dragon whose horns have not grown"
"21757","螭","cruel"
"21758","螮","rainbow"
"21759","螵","chrysalis"
"21760","螾","the earthworm"
"21761","螿","kind of cicada"
"21762","蟁","mosquito"
"21763","蟁","gnat"
"21764","蟈","small green frog"
"21765","蟈","cicada"
"21766","蟊","fly which is used similarly to cantharides"
"21767","蟕","species of tortoise found near the mouth of the Yellow River"
"21768","蟖","moth larva"
"21769","蟖","grasshopper"
"21770","蟜","insect"
"21771","蟢","caulk"
"21772","蟢","spider"
"21773","蟣","louse eggs"
"21774","蟣","nits"
"21775","蟪","kind of cicada"
"21776","蟫","the insect, commonly known as the silver-fish, which destroys books, clothing, etc."
"21777","蟭","very small bug"
"21778","蟳","kind of crab"
"21779","蟺","earthworm"
"21780","蟿","acrida chinensis"
"21781","蠁","larvae"
"21782","蠁","grubs"
"21783","蠃","the solitary wasp"
"21784","蠆","kind of scorpion"
"21785","蠋","caterpillar"
"21786","蠐","maggots"
"21787","蠐","grubs"
"21788","蠙","oyster"
"21789","蠓","midges"
"21790","蠓","sandflies"
"21791","蠔","oyster"
"21792","蠛","flies"
"21793","蠛","small insects produced in damp places"
"21794","蠜","grasshopper"
"21795","蠟","wax"
"21796","蠟","candle"
"21797","蠟","waxy"
"21798","蠟","glazed"
"21799","蠨","kind of spider with long legs"
"21800","蠭","bees"
"21801","蠭","hornets"
"21802","蠭","wasps"
"21803","蠮","bee"
"21804","蠲","the millipede sometimes confounded with the grow-worm"
"21805","蠲","bright"
"21806","蠲","clear"
"21807","蠵","type of turtle"
"21808","蠵","large turtles"
"21809","衁","blood"
"21810","衅","consecrate sacrificial vessels by smearing blood"
"21811","衅","rift"
"21812","衈","the blood of a sacrificial fowl which was sprinkled on the doors and vessels"
"21813","衉","vomit"
"21814","衊","smear"
"21815","衊","slander"
"21816","衊","defile"
"21817","衎","give pleasure"
"21818","衎","be pleased"
"21819","衎","happy"
"21820","衕","alley"
"21821","衕","lane"
"21822","衖","lane"
"21823","衖","alley"
"21824","衚","lane"
"21825","衚","alley"
"21826","衚","side street"
"21827","衜","way"
"21828","衜","path"
"21829","衤","clothes"
"21830","衤","clothing radical (no. 145"
"21831","衩","the open seam of a garment which allows freedom of movement"
"21832","衹","only"
"21833","衹","merely"
"21834","衹","but"
"21835","袚","greave"
"21836","袚","knee-pads"
"21837","袚","buskins"
"21838","袜","socks"
"21839","袜","stockings"
"21840","袟","book cover"
"21841","袟","satchel or bag"
"21842","袠","book cover"
"21843","袠","satchel or bag"
"21844","袪","sleeves"
"21845","袪","cuff"
"21846","袺","hold up"
"21847","袽","clothes"
"21848","裀","mat"
"21849","裀","coverlet"
"21850","裀","underwear"
"21851","裊","curling upwards"
"21852","裊","wavering gently"
"21853","裋","cotton clothes of a boy servant"
"21854","裌","lined garment"
"21855","裍","border or band on the edge of a dress"
"21856","裎","to take off the clothes and expose the body"
"21857","裎","to carry in the girdle"
"21858","裒","collect"
"21859","裒","gather"
"21860","裒","assemble"
"21861","裒","praise"
"21862","裛","to wrap and bind"
"21863","裛","damp"
"21864","裛","book bag"
"21865","裯","coverlet"
"21866","裯","bedspread"
"21867","裰","to mend clothes"
"21868","裱","to mount maps or scrolls"
"21869","裱","to paste"
"21870","裵","surname"
"21871","裵","look of a flowing gown"
"21872","褎","sleeve"
"21873","褎","ample flowing robes"
"21874","褏","sleeve"
"21875","褏","ample flowing robes"
"21876","褕","shirt"
"21877","褘","ceremonial gowns of a queen"
"21878","褙","paper or cloth pasted together"
"21879","褚","bag"
"21880","褚","valise"
"21881","褚","stuff"
"21882","褚","pad"
"21883","褚","surname"
"21884","褦","stupid"
"21885","褦","dull"
"21886","褦","ignorant"
"21887","褦","doltish"
"21888","褧","unlined clothes"
"21889","褧","light overcoat"
"21890","褱","to carry in the bosom or the sleeve"
"21891","褱","to wrap"
"21892","褱","to conceal"
"21893","褲","trousers"
"21894","褲","pants"
"21895","褵","bridal veil"
"21896","褺","dirty"
"21897","褺","ragged"
"21898","褺","undress"
"21899","褺","to treat with irreverence"
"21900","襀","pleat"
"21901","襀","fold"
"21902","襀","tuck"
"21903","襀","crease"
"21904","襆","hood or cowl"
"21905","襏","raincoat"
"21906","襚","grave clothes"
"21907","襛","fine clothes"
"21908","襜","flutter"
"21909","襜","shaking or vibrating"
"21910","襡","short coat"
"21911","襢","strip"
"21912","襢","lay bare"
"21913","襢","bared"
"21914","襢","naked"
"21915","襫","raincoat"
"21916","襮","collar"
"21917","襮","to expose"
"21918","襵","pleat in a skirt"
"21919","襻","loop"
"21920","襻","belt or band"
"21921","襼","'kimono' sleeve"
"21922","覐","a sleep"
"21923","覐","to realize"
"21924","覐","to feel"
"21925","覔","to search for"
"21926","覔","to look after"
"21927","覜","mission"
"21928","覥","ashamed"
"21929","覰","to spy"
"21930","覰","to watch for"
"21931","覵","steal look"
"21932","覵","peep at"
"21933","覵","spy on"
"21934","覶","to look about"
"21935","覶","order"
"21936","覶","sequence"
"21937","覶","complicated thought which is not easy to express"
"21938","覷","peep at"
"21939","覷","watch"
"21940","覷","spy on"
"21941","覼","explain in detail"
"21942","觔","catty"
"21943","觕","coarse"
"21944","觕","rough"
"21945","觕","rude"
"21946","觖","to long for"
"21947","觖","dissatisfied"
